hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi
2999,6061,1621,2107,2237,1921,1921,1633,1111,1742,1781,1438,1438,2469,2038,1945,2212,1764,2011,2702,1942,2471,3349,4039,4620,5513,5095,5765,4236,3548,3924,3653,2977,6179,6010,5099,6951,8604,15041,15192,16901,12252,19347,15327,14225,22143,23431,18960,26170,24888,21420,20876,17477,17511,16744,15037,20182,20070,26238,25811,44150,44611,63654,52322,52032,55968,60707,60707
3279,0,0,0,0,0,0,0,0,0,0,0,0,0,101,940,794,533,342,167,241,543,610,384,409,564,546,506,541,623,794,569,1081,3015,625,766,714,553,1081,921,1090,817,1234,1333,2087,4818,5078,3682,6409,7456,5902,5439,4723,6947,7014,3750,5546,3622,5372,4559,5048,5048,6384,8331,9845,11360,10447,8331
3599,8490,9211,9189,7986,6709,6709,9799,9282,10600,11206,11280,11280,10656,9110,9423,9754,10085,8994,6062,2418,2841,2551,3537,2881,2402,2279,2348,3224,3100,2432,2112,1404,1664,1355,1385,1350,1173,1420,1543,2479,2046,2405,1988,1424,2324,1660,3138,3848,1772,984,721,524,643,812,970,826,1016,1119,871,1298,1422,2469,2670,4994,1988,1274,1816
3658,12,18,11,18,22,22,27,12,22,71,79055,79055,143296,210827,230542,233296,245263,257230,185963,111184,102931,88223,82435,66401,69329,64920,56926,51792,51403,67536,72932,32454,35122,31067,31286,26655,26945,26631,28207,40338,21370,22813,20903,18627,17707,16911,18182,23332,12880,14141,10569,7439,9175,8680,8660,12159,12433,14636,14469,10160,8410,10539,8086,7231,7970,6323,7118
3699,0,0,0,0,0,0,0,75,35,47,37,37,241,338,192,532,1315,5845,8174,6967,8431,10137,13030,10103,11303,12504,11123,13092,11765,11652,9702,6658,8289,8380,9656,9956,8076,7800,2974,2690,1918,2319,2393,2067,2181,2921,3445,2016,2120,2713,2436,2592,2305,1990,1611,2275,1903,1718,1905,1271,1632,1366,1282,1608,2065,2292,1543
3907,0,0,0,0,0,0,0,0,0,0,0,0,103,720,955,1340,1412,1390,1108,910,1241,1989,2236,2910,3015,3882,3009,3882,2903,5546,3950,3612,4264,4868,5227,4889,4196,4590,4250,5208,5452,4983,5867,4822,6154,4990,5206,7451,6857,6767,7096,7325,10377,9927,6825,7826,7045,9258,8901,9780,10195,10090,8960,10629,10159,9690,6907
4077,6930,6374,5918,5612,6369,6369,7682,6118,7036,6397,8222,8222,8993,9716,8072,10941,9290,10063,10058,8271,6088,6879,7934,9036,10325,9725,14917,18485,17003,15392,12167,6107,6423,4969,8132,8398,8925,7120,7134,10545,6908,15991,15780,15569,8411,17027,8533,7803,4982,9720,6312,4247,3944,4851,4579,3948,4347,4933,4929,4193,4800,5499,4769,4984,4994,4990,5268
4431,0,0,0,0,0,0,0,0,273,2063,6103,6103,18948,32862,35782,27705,19628,15942,15781,13091,14853,14812,16868,13998,15026,13765,12889,13488,13390,14838,14690,12720,20926,16790,13660,11271,13986,11407,12625,13729,13287,17307,18203,12788,9583,8743,10010,9698,9756,15235,12993,10093,10538,9796,7696,8819,9467,9952,8891,7495,7234,7970,7515,7999,8425,7540,6527
4864,7017,8923,12140,8588,7661,7661,8173,9929,10039,10165,10020,10020,9202,8084,7941,7263,6585,8471,3930,2948,3965,3227,3634,3012,3211,2849,2705,3112,2880,3574,2905,2196,2528,2312,2279,2325,2004,2019,1877,3257,2834,3408,2999,2260,3035,2359,3239,3576,2053,1314,1207,1067,1017,1279,1094,1350,1531,1471,1679,1768,1875,3460,2811,3288,1080,892,601
5642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,102,110,73,88,80,68,229,161,247,171,182,300,270,254,521,895,1773,253,383,358,550,490,938,976,519,452,594,700,607,2452,3583,2535,3044,4720,7285,8827,10382,9260,8080,7993,7314,10836,12006,13177,12426,11179,12068,12117,12592,12186,10009
5643,0,0,0,0,26,26,8,14,23,17,12,12,16,7,6,207,68,79,73,71,53,50,173,140,234,162,154,274,231,197,511,811,1724,213,334,353,523,473,903,962,515,431,557,678,582,2417,3587,2534,3007,4702,7282,8821,10361,9255,8093,7962,7305,10830,12000,13170,12424,11178,12061,12117,12601,12178,9978
5644,115,9,0,0,0,0,0,0,0,0,0,0,0,0,0,42,27,26,31,53,31,20,112,110,200,149,118,243,223,159,478,804,1664,179,304,330,490,448,866,950,505,418,546,662,579,2411,3536,2576,3020,4661,7266,8807,10354,9246,8083,7957,7303,10841,12002,13163,12418,11169,12052,12117,12596,12168,9955
5936,0,0,0,0,0,0,177,199,369,116,97,97,201,40,111,282,153,303,266,122,235,199,2366,17104,15911,12771,10112,12558,15004,13798,13067,7426,134,122,166,103,85,87,57,52,16,58,117,130,43,29,149,148,151,246,226,242,309,428,125,245,105,60,70,55,111,61,82,74,74,62,123
5998,463,584,1749,1843,1618,1618,11710,12814,17272,21729,23786,23786,25844,14861,10408,6292,4089,2914,1815,1800,1584,1563,1306,1643,2302,2163,1274,1373,1298,1618,1378,1124,1534,1750,2148,916,384,467,374,599,660,522,880,617,2365,3943,3857,4770,5649,8163,10320,7292,2344,1343,1113,1694,1558,971,1031,713,910,666,523,547,594,489,518
6108,17199,18068,19897,21548,21090,21090,31981,42873,33063,43286,54267,54267,55506,13787,11546,14645,18807,20826,22901,17123,24856,12708,10384,8177,10521,10350,11595,13510,13554,12549,12812,7684,8296,8563,8041,7402,7056,7001,6683,7472,5343,4808,4907,4635,4172,4130,4857,8726,3761,6437,4574,3816,4786,3505,2488,4012,4645,3474,4304,3697,3689,3570,3485,3254,3805,3490,2744
6284,417,522,1491,1934,2417,2417,2260,2677,872,733,710,710,702,625,869,1408,798,1315,1257,750,766,1170,1408,2598,5735,827,1337,1097,932,2000,1455,1341,2612,1083,1261,1255,1684,1282,1314,1683,1316,1343,1187,1180,2087,1521,1886,2530,2424,13538,10369,5891,1595,2341,1723,1689,1437,1830,3397,5549,5739,4660,3213,3506,2572,1798,1548
6362,227,41,83,59,42,42,67,81,102,110,78,78,164,177,170,293,231,262,272,174,252,350,410,446,285,982,338,370,393,1166,2934,1524,400,563,1456,2341,1892,2069,2512,4142,3310,3345,4053,3479,4803,5861,10402,14248,7657,4995,8218,5708,3083,3943,6314,6112,6977,14635,22294,14686,8360,8563,10931,8617,8738,7481,11885
6420,0,0,0,0,0,0,0,0,0,0,0,0,0,130,1158,838,522,421,246,282,561,588,443,436,576,586,538,571,660,826,759,1142,3336,781,975,812,769,1207,1139,1202,921,1420,1692,2351,5183,5306,3948,6815,7724,6151,5617,4796,6994,7038,3828,5615,3666,5413,4611,5099,5105,6429,8393,9893,11393,10507,8413
6474,0,0,327,553,817,817,2413,2826,6303,8603,9105,9105,10818,10005,11392,12845,13398,15670,16986,12161,13874,16982,22439,24046,65058,184660,337337,515189,762766,1014064,1048644,2713597,5711918,7163929,11305669,11859413,13005094,14603463,15816737,17818575,18924592,24709345,24069300,20949383,25475536,29151854,29462246,32882832,31158740,35304064,35631322,34985689,39205514,37560970,34095471,39563656,41273008,48498499,49490369,48760575,49772795,54374891,52824883,56560503,57398582,58236662,55958294
6539,26,36,32,55,50,50,67,77,73,125,124,124,6788,9554,9021,10165,13775,15510,16872,16308,18265,19999,27000,27595,35268,36733,32569,36957,37273,39064,41072,38837,46645,57861,64764,62197,60372,66200,68099,69913,62346,67772,67929,56701,63153,70505,75244,79364,83484,78458,75060,74848,83484,75152,61433,73747,77490,75504,69816,69758,69748,70550,69888,76870,76906,73218,63009
6596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62230,161755,182153,180501,178850,158959,57637,58409,43130,41722,29939,28310,30421,26508,29723,29805,21159,23459,21787,20770,17473,16915,18856,12949,12925,8420,12917,11965,5258,5355,4482,4428,5300,4036,4953,4716,5078,5106,4857,4355,3897,4411,3871,10145,6522,4142,3976,3370,2947,2624,2333,2112
6644,26412,32447,31667,29475,34580,34580,27226,26330,31048,34275,35708,35708,32278,33129,29492,37777,42904,48031,41077,32021,37328,21058,18465,14210,14653,13824,14233,15221,14804,15601,16364,11815,11984,11072,11392,11585,11256,10105,10007,12435,10297,11265,10327,9254,7831,9695,9665,12095,7681,8712,6908,6624,8006,8322,6881,9173,8719,8189,6894,5405,5278,5133,4899,5850,6097,5690,5078
6700,3109,3207,3481,3122,3703,3703,6329,6057,10061,13700,16014,16014,20334,19431,26023,48509,26042,28213,28621,24868,27089,29908,41014,39580,38385,42472,38396,41656,43739,44948,47243,41825,53267,52049,86540,106038,136852,158299,167557,197969,186808,230311,244177,223846,297283,320631,336483,380500,359831,398783,401504,446351,529251,534540,573135,692684,732583,873096,871341,814741,720967,775818,761201,849191,872661,896131,802517
6758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,131,111,123,132,33,22,40,52,537,2086,2560,1995,2538,4963,3686,3052,3411,3725,4066,6983,10292,8861,8541,6724,10203,5341,4297,4449,884,3293,737,3944,3448,5489,6345,6607,6950,4387,3819,6635,5044,5451,5121,4699,4907,6481,7358,8236,9396,10480,8995
6784,0,0,0,0,0,0,640,395,358,359,208,208,534,119,235,344,264,514,403,136,154,250,312,234,245,145,316,265,85,218,270,33,400,183,221,170,1945,2478,3271,4064,3553,4529,4920,6220,5326,6404,7333,10369,8628,9301,9682,10954,11327,11700,6183,6493,6372,3921,4572,4915,4940,5079,3839,3367,3104,2264,1992
6854,10928,12969,8514,7140,7433,7433,8056,7775,12255,11457,10715,10715,9149,10008,12670,12311,11897,11759,8870,7379,8320,8773,9455,8703,9012,7761,7405,6454,6514,7151,7043,5733,7713,7775,8048,7502,7867,8601,7903,8405,6531,6913,5764,5282,3727,4225,4836,4703,3370,5546,4780,8562,26896,27326,28777,22636,23931,20742,17554,13744,17027,24025,16920,15807,13847,1012,1401
6868,0,0,0,0,0,0,0,0,77,231,114,114,282,305,244,320,276,188,73,29,41,97,67,74,79,88,89,652,448,202,377,503,862,1411,2186,2250,2011,1634,1990,1193,1360,1658,2494,3162,3819,3384,4682,6927,6332,7463,10290,8352,8371,8972,7844,10334,8310,10973,10206,10667,9528,13259,13968,14678,12326,13746,11792
6920,1518,1716,1489,1405,1583,1583,2011,1624,2654,2310,2369,2369,3153,3181,2036,2645,3096,3394,5825,8590,11326,9938,10851,8966,10033,8121,7991,9301,8004,8869,9871,9067,8691,6323,6296,4813,4607,4238,4471,5278,5582,9191,8224,5416,7213,8295,8997,7346,6076,7575,6274,5867,11214,11274,12245,12402,11766,9164,6563,5922,5738,6540,7068,5587,6378,7138,6115
6930,840,916,862,2390,928,928,905,977,2622,5801,5749,5749,5425,6361,3696,3912,5072,8166,8341,6575,6018,9072,9678,10116,13700,14150,13781,13717,17321,20651,21553,16048,21775,26276,33440,43673,41719,45660,48237,45500,41350,50552,56140,52900,65967,68194,62054,70777,74195,93879,79603,78984,112074,125858,89396,107016,109468,126017,124488,133065,134122,147511,141945,147938,158269,274861,391453
7381,420,1226,1202,1140,939,939,989,1116,1505,772,930,930,1143,946,594,862,779,957,858,979,1078,747,848,935,1256,1038,826,3035,4751,9226,4005,2170,6217,6157,6562,2897,1805,6226,1625,1346,1627,1763,1622,1450,2441,3834,3122,11044,28059,24649,16732,21130,26477,12700,6386,10092,12924,13860,12919,16558,23862,31167,27415,31156,27975,22948,20903
7506,0,0,0,0,0,0,0,0,0,0,0,0,170,25,20,27,42,67,74,38,65,43,303,876,880,933,531,513,577,1145,643,379,666,499,705,1106,2211,1891,1232,1776,1770,2233,2086,1436,3168,6333,8177,8596,8410,13272,10581,10828,8434,10686,9226,11312,12559,12910,13015,11499,15827,14642,13457,15835,14906,14978,16941
7769,0,0,0,0,0,0,0,38,77,61,380,380,830,887,938,545,3602,5690,6566,4487,4828,5511,6216,3768,4632,5329,4368,6996,8808,8627,7793,9935,17648,13332,14657,15392,15901,16506,15451,29467,35531,41596,35823,20762,32827,26928,24035,19998,10022,10267,9633,10772,13167,12120,9598,11150,11014,10860,9617,12198,14510,19004,14839,17764,19825,15779,14067
7874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,258,447,590,598,782,858,1084,1562,2537,2672,5685,15281,11329,14812,7672,6988,9942,10515,9327,9994,10185,12209,10965,12176,11065,13384,11909,11348,17824,16392,17381,16729,17731,22574,20621,17625,23222,20576,18319,20100,22894,20522,22630,24739,19943,24100,22137,18055,19875,18481,18761
7878,79,131,167,243,421,421,364,684,841,1197,1655,1655,1861,2565,3526,3245,2820,5247,6856,6312,6408,7529,7720,8990,9416,10360,11898,11665,13106,13800,13425,17830,14597,14071,17201,15648,16572,16643,22422,25465,27042,33023,35726,31560,37523,38350,43330,48875,48349,51101,49634,51952,68843,69119,62575,73226,85618,106734,99221,95307,104986,141076,195344,250247,277133,285292,285292
7973,110,123,272,643,323,323,749,276,578,1915,2406,2406,5955,7607,9356,10662,10499,12202,17172,17589,23701,29395,38979,39994,50636,60861,66244,70684,74465,85851,94579,84826,104619,118620,159086,168081,199205,211085,225660,245434,249243,314288,311394,262847,289606,335323,366135,388336,383834,444496,448709,460510,501535,454470,430922,500534,517962,598172,578631,548990,582165,620696,564037,612566,621519,630473,607106
7986,0,76,77,494,507,507,1540,2071,3520,4184,7001,7001,9666,10270,8650,11018,10829,10879,16243,10395,10055,10623,11968,12592,12127,12154,11100,17038,17802,15575,16336,13631,15995,14553,14389,14550,13961,13656,16205,19311,12244,16169,16814,11871,11938,13466,13691,14593,15495,19565,16341,9693,11031,10547,9520,10672,9945,10621,9835,9976,10713,10459,9134,9391,10223,10448,14061
8058,2589,2327,2613,3479,4856,4856,6283,7315,8948,10070,11721,11721,11954,11165,10423,13667,16912,13091,9600,9531,12427,5463,4492,3930,4583,3832,3709,4171,5009,4057,3230,3311,3793,3251,3448,2556,3286,2995,3382,4650,2887,2785,3615,2376,3010,3157,3899,2935,2421,2692,2136,2251,2070,3797,1578,2555,1342,2023,1715,1887,1559,1397,1282,1816,1772,1461,2725
8408,408,1087,895,899,708,708,1061,821,748,1187,1895,1895,1708,978,1135,1324,1368,1459,1598,1341,1299,1602,1941,1452,2497,3052,4258,6469,5499,5673,5878,4686,5562,5378,6773,8255,9131,9081,6486,7795,7510,7951,22276,24165,9353,14402,10219,9848,10564,11982,14401,11610,9598,8456,6359,6831,7792,8281,11356,10390,13759,25506,17436,6605,5836,5784,10869
8436,89,119,216,167,122,122,216,463,830,575,342,342,476,407,174,356,203,415,313,245,561,506,522,306,557,464,694,1068,962,1242,1400,854,1613,2146,2764,2752,2995,3307,3776,5588,5901,6504,5755,6896,14494,19333,20463,15509,10556,18962,15168,6139,5315,5629,4615,4678,4219,4593,5105,5039,5225,4744,4990,5697,5212,4882,4650
8464,18,9091,28181,30240,32700,32700,53030,53950,59909,65868,58995,58995,54177,54203,51147,62289,47764,50872,50068,31897,32293,29004,34874,36364,36527,26494,24212,25144,23767,22862,21859,19152,21533,22494,20362,16551,45959,23047,27305,34834,28142,24624,29514,27282,10970,9983,10301,31886,9220,22197,15190,8450,9577,8388,8393,9333,8672,9641,9006,8199,7961,10942,10716,10225,10131,8571,11028
8496,0,0,0,0,0,0,0,0,0,0,0,0,61,38,30,260,326,245,285,147,516,421,364,246,283,320,789,956,539,1118,1334,548,988,750,522,359,329,305,523,418,638,805,1809,1901,2962,16598,28079,24896,27799,29498,28326,32408,36490,15310,8651,10638,9707,14630,12636,11691,8689,11374,12850,13304,13217,10465,9858
8530,7225,9788,9617,9059,11897,11897,11415,11219,11720,11884,12805,12805,14744,13070,11681,12452,9888,9994,11089,12143,14222,12028,11933,11728,14268,13431,12689,14184,14199,13173,14267,11541,15604,13497,14672,13852,12648,12100,11285,16359,11356,13336,13525,11107,11091,12618,16927,21190,20149,18314,12076,13639,15527,14698,13776,13078,12581,15912,13899,16905,19912,17666,17697,19649,15911,13622,10404
8566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,44,34,17,22,23,20,38,24,23,13,29,20,12,27,28,4,45,25,29,18,30,10,41,7648,11237,10752,10268,9532,9634,11636,9779,9941,6200,6908,5320,4483,5251,4705,4113,3914,4532,5970,5506,4931,4238,6555,5480,6428,4284,3443,4251
8601,567,686,834,1219,672,672,1609,1036,1343,854,1133,1133,1115,1436,1187,1503,1013,1062,1871,1883,1512,2046,1873,1668,1553,1194,1407,3183,3449,2529,2235,1299,1722,1423,2038,1357,1313,2385,2366,2694,6275,2265,3285,10118,4610,5025,5402,4370,3339,9475,5811,3099,3740,2671,2611,2691,2570,2978,2744,2987,2932,4501,3757,3009,2971,2887,3398
8812,695,220,136,127,176,176,380,607,324,585,1223,1223,1730,1445,1098,1517,1331,1471,1265,909,1195,1676,2272,2261,2213,1978,1958,2224,2077,2701,2710,1790,2687,3343,4389,4351,3880,3233,2875,3161,2698,3122,3980,3431,3362,4094,4142,3791,4802,4988,5804,5851,7206,7745,6849,10327,12175,12409,12643,12115,10982,13087,9613,11762,13349,14256,11806
8813,1804,3319,1835,189,374,374,587,878,736,972,1657,1657,3360,3874,4525,6180,6908,7386,6857,7352,7146,8049,11615,7914,9155,8730,7627,9253,8142,10049,9580,6979,7946,7786,8818,8655,9520,11457,11161,11966,10337,11339,10255,8496,10342,10177,10355,11516,11259,12145,12137,12775,14252,13582,11651,15531,12580,14060,16036,15753,16159,17451,16348,18136,17963,17790,15845
8837,0,0,0,0,119,119,1899,2889,3138,3516,5767,5767,8291,7495,6795,5264,5269,8036,10943,9318,13975,11991,15142,14193,14566,15929,13005,13405,11481,13629,15031,9976,12052,12833,11256,9468,8325,10064,11437,13084,11305,12609,10661,8600,12207,14051,13772,13399,11197,14704,13713,14335,13770,13206,12165,14462,13713,14232,11588,9294,9454,11408,13554,11876,11860,8301,7602
8867,1222,1299,1242,2103,2630,2630,4163,4498,3611,4281,4924,4924,4323,4340,4005,3435,3293,3400,3349,3153,2695,4201,5412,4551,4370,4893,4635,4812,4685,5263,4582,4199,4742,4842,5562,5353,7481,8063,7489,7150,7504,8772,9593,10324,6925,8780,10398,10761,7928,10718,10819,11886,13198,10947,10387,17097,13597,15302,14457,14172,14763,14120,12389,16645,15911,15177,13736
9139,2536,3149,4894,5546,5038,5038,7891,7516,9404,11550,11505,11505,12444,11935,16429,18004,15404,16451,18593,16057,16582,16452,15209,12731,14181,14576,15573,15917,16262,17552,18424,14737,18466,15127,14851,14617,15351,16921,15286,15415,12272,14749,15863,13493,15436,14689,15759,13534,13084,12158,11521,12925,12329,10867,9523,9719,9049,11467,9949,8455,8326,10139,8815,9997,9346,9544,8471
9194,0,0,0,0,0,0,0,0,0,0,98,98,760,801,1348,901,581,488,335,300,611,687,547,485,611,634,608,654,689,865,940,1236,3193,810,915,788,647,1111,1086,1144,916,1336,1536,2315,4793,5079,3728,6578,7560,6107,5480,4830,7033,7038,3777,5608,3627,5378,4608,5067,5077,6419,8363,9879,11396,10486,8355
9279,0,0,0,0,0,0,0,0,0,0,503,503,765,704,1229,1975,2524,2557,2877,2899,2858,3948,5600,6901,7657,6636,8434,9644,9011,10937,12384,10251,11585,13591,16618,18786,19354,16672,15852,19237,15350,17163,15859,14555,18948,12152,12549,14381,10433,13873,13062,12655,16530,11105,11176,12686,12439,14505,12667,12896,11937,11264,8857,8938,9039,7339,6887
9305,0,0,0,0,0,0,0,0,88,411,585,585,831,346,251,463,422,696,656,397,538,562,775,616,679,573,664,897,870,1136,894,669,1260,1133,1114,1058,1275,1149,2087,2230,1634,1363,1506,1658,3341,3041,3186,2908,8260,8184,8109,6335,6489,7402,6326,9804,7187,10241,8057,9579,9833,9755,10302,7482,8850,7655,8131
9494,330,539,530,458,439,439,484,557,1074,1090,1569,1569,1174,1103,1180,1250,1492,1839,1827,1058,1480,1592,2119,2446,3146,3269,2688,3279,3611,3465,2970,2850,4264,3925,5414,6057,8435,8605,9768,9463,6878,10943,10709,8103,11909,10133,9972,9235,8229,9075,9427,8644,13450,9727,12751,14650,17096,28563,25837,24543,31309,38456,45786,49146,48487,47829,40243
9569,913,1300,1599,2249,1682,1682,2625,2027,2481,2994,3808,3808,4086,2195,2728,2858,3928,5531,7625,4635,6163,6868,6264,4717,5691,3425,3408,2285,4111,5272,7401,5687,7202,6151,5478,6118,6990,7226,8424,9107,9875,9314,10520,8713,6010,7764,6958,10499,12648,10874,9101,10588,10565,8175,6364,5544,6602,10259,8914,9045,7504,6206,6733,8034,6897,6793,5335
9692,0,0,0,0,0,0,0,0,0,43,351,351,791,1219,1601,2893,2008,2764,3965,4113,6249,7174,8685,10768,10127,15960,15825,16383,13783,18668,14738,15898,21448,24504,29257,30252,26398,28430,31553,33284,28193,32390,31593,23539,32310,35932,33530,36719,39176,37737,34371,30388,31537,30353,25952,31802,40427,38976,38985,35791,32597,38782,30672,36336,38428,35897,26049
9888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,68,81,53,156,986,386,175,636,1082,1985,2791,2647,5233,7212,7666,9057,12540,9107,6586,5594,4095,3906,4342,4527,5630,4069,4465,2899,6908,7197,7022,5373,3770,6102,8542,7084,7112,5226,4998,4874,4707,5193,6625,7423,6071,6588,8757,11338,10201,12845,12845
10125,0,0,0,0,0,0,0,0,50,243,1315,1315,6875,7607,10048,12409,14770,12487,9830,6095,6974,7376,10157,6932,6298,6798,6246,6044,4233,4277,4440,3557,4069,3212,3716,3888,3673,3448,4100,4829,3860,4650,4582,3436,3928,3823,3982,5091,5101,7099,7217,9321,12509,12938,10063,10398,10183,10928,11662,9369,11144,12570,12331,11299,10257,5370,5954
10220,6,144,59,209,345,345,3208,3922,5360,10536,6078,6078,53999,63131,76278,109457,127230,152249,210884,216545,258517,286156,363317,345684,420012,471275,460539,504762,548026,610583,631084,555977,685758,681677,849169,832648,884110,904846,970871,1046796,1019472,1235142,1254756,1161607,1389903,1557178,1521082,1632611,1605189,1751667,1707689,1755621,2083382,2025867,1915096,2283280,2713156,3312865,3571264,3654640,3889679,3955420,4021162,4021693,4213212,3794264,3663814
10283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,26,27,28,24,33,27,154,39,48,53,114,388,847,332,632,701,637,786,848,936,930,1381,1276,1307,3030,2732,1877,1617,3258,2671,2474,2387,2809,3627,3439,3620,5361,5652,6052,6116,8598,10247,11257,10040,11121,12270,13377,14936,14815,16777,17231,17686
10416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,3187,3636,3618,4772,6707,6359,5846,5728,7037,7887,7197,7445,6487,8386,8149,6182,7137,7227,10408,9037,8935,9275,8925,12832,12377,12788,11439,9404,16525,17617,17611,17605,13216,10653,14858,10871,10063,9349,6268,7401,5989,5771,5526,4925,4661,5539,5008,5422,5196,4863,4685
10539,0,0,0,0,0,0,769,1002,1813,2222,3932,3932,2769,3878,4270,4455,5107,3729,3986,3437,3621,3636,4596,4464,7437,11293,7913,10052,9878,10089,9839,7596,10585,10288,12833,11088,9756,6739,8590,6717,3627,4761,6749,6476,7615,10683,14177,17947,17786,18168,18551,7725,8466,8594,8585,9708,10642,14507,18197,23692,25497,28151,23244,22732,19499,18583,15879
